Image,Caption
http://134.100.15.200/flickr8k/Images/3048597471_5697538daf.jpg,a smiling toddler in a pink swimsuit is laying in the water .
http://134.100.15.200/flickr8k/Images/3048597471_5697538daf.jpg,A young girl stands under three large rings that shoot water in a water park .
http://134.100.15.200/flickr8k/Images/3051384385_c5c850c1f8.jpg,Group of children in blue uniforms sitting on steps .
http://134.100.15.200/flickr8k/Images/3053743109_a2d780c0d2.jpg,People gathered in an artist 's studio .
http://134.100.15.200/flickr8k/Images/3053743109_a2d780c0d2.jpg,A kid in a blue top leaps into a raked pile of leaves in front of trees .
http://134.100.15.200/flickr8k/Images/3053743109_a2d780c0d2.jpg,"two guy standing on horses , while a crowd watches"
http://134.100.15.200/flickr8k/Images/3058439373_9276a4702a.jpg,A group of people walking a city street in warm weather .
http://134.100.15.200/flickr8k/Images/3058439373_9276a4702a.jpg,A man in a suit dances with a young girl in front of an audience .
http://134.100.15.200/flickr8k/Images/3058439373_9276a4702a.jpg,Many bundled up people are standing in a public square .
http://134.100.15.200/flickr8k/Images/3058439373_9276a4702a.jpg,A group of five adults stand posing in front of buildings .
http://134.100.15.200/flickr8k/Images/3058439373_9276a4702a.jpg,"A man and a woman walking down a street , carrying luggage ."
http://134.100.15.200/flickr8k/Images/3061481868_d1e00b1f2e.jpg,A woman riding a bike in a park
http://134.100.15.200/flickr8k/Images/3061481868_d1e00b1f2e.jpg,A man riding a motorcycle is performing a trick at a track .
http://134.100.15.200/flickr8k/Images/3062173277_bfb5ef4c45.jpg,"A young boy , playing basketball , is getting ready to take a shot ."
http://134.100.15.200/flickr8k/Images/3062173277_bfb5ef4c45.jpg,A topless woman is covered in mud .
http://134.100.15.200/flickr8k/Images/3062173277_bfb5ef4c45.jpg,two conoes float down the river .
http://134.100.15.200/flickr8k/Images/3062173277_bfb5ef4c45.jpg,People trackside at a subway station by a train .
http://134.100.15.200/flickr8k/Images/3062173277_bfb5ef4c45.jpg,A musician and a crowd next to stage full of musical instruments .
http://134.100.15.200/flickr8k/Images/3064383768_f6838f57da.jpg,A man is attempting a stunt with a bicycle .
http://134.100.15.200/flickr8k/Images/3064383768_f6838f57da.jpg,Boat number 5 has several men with life jackets paddling the water .
http://134.100.15.200/flickr8k/Images/3064383768_f6838f57da.jpg,A surfer is riding a wave .
http://134.100.15.200/flickr8k/Images/3070011270_390e597783.jpg,A small dog and a large dog in the snow .
http://134.100.15.200/flickr8k/Images/3070011270_390e597783.jpg,three black dogs and a white dog are standing in the snow .
http://134.100.15.200/flickr8k/Images/3070011270_390e597783.jpg,A golden dog looks alert as he stands in snow .
http://134.100.15.200/flickr8k/Images/3070031806_3d587c2a66.jpg,Two dogs are running towards each other on a beach .
http://134.100.15.200/flickr8k/Images/3070031806_3d587c2a66.jpg,A blonde girl surfing down a sandy hill
http://134.100.15.200/flickr8k/Images/3070031806_3d587c2a66.jpg,Two children playing in a spray of water .
http://134.100.15.200/flickr8k/Images/3070031806_3d587c2a66.jpg,A dog is running along the beach beside the ocean .
http://134.100.15.200/flickr8k/Images/3070031806_3d587c2a66.jpg,Two dogs run across the barren ground .
http://134.100.15.200/flickr8k/Images/3071676551_a65741e372.jpg,a surfer is riding his board over a wave .
http://134.100.15.200/flickr8k/Images/3071676551_a65741e372.jpg,A surfer is riding a wave .
http://134.100.15.200/flickr8k/Images/3071676551_a65741e372.jpg,A surfer rides a wave in a clear blue ocean .
http://134.100.15.200/flickr8k/Images/3072114570_e1c0127529.jpg,almost 2 dozen people are riding on the outside of a cart down a road
http://134.100.15.200/flickr8k/Images/3072114570_e1c0127529.jpg,Some kids play outside on a nice day .
http://134.100.15.200/flickr8k/Images/3072114570_e1c0127529.jpg,Two men walk through a city with words on the street .
http://134.100.15.200/flickr8k/Images/3072172967_630e9c69d0.jpg,Children play in a water spray .
http://134.100.15.200/flickr8k/Images/3072172967_630e9c69d0.jpg,"Four men playing basketball , two from each team ."
http://134.100.15.200/flickr8k/Images/3072172967_630e9c69d0.jpg,A group of five adults stand posing in front of buildings .
http://134.100.15.200/flickr8k/Images/307327914_f98f576adb.jpg,Man dressed up in black and brown and holding a white light saber .
http://134.100.15.200/flickr8k/Images/307327914_f98f576adb.jpg,A man in a white print shirt and a woman in a black dress dancing .
http://134.100.15.200/flickr8k/Images/307327914_f98f576adb.jpg,A person on a skateboard .
http://134.100.15.200/flickr8k/Images/307327914_f98f576adb.jpg,A man and woman look back at the camera while standing in front of a red art structure .
http://134.100.15.200/flickr8k/Images/3074842262_62b1b2168c.jpg,A dog with a ball in his mouth running down a road covered in leaves .
http://134.100.15.200/flickr8k/Images/3074842262_62b1b2168c.jpg,Two puppies are playing in the leaves .
http://134.100.15.200/flickr8k/Images/3074842262_62b1b2168c.jpg,A man with dreadlocks and a backpack walks down the sidewalk with colorful buildings in the background .
http://134.100.15.200/flickr8k/Images/3079787482_0757e9d167.jpg,A young girl with makeup and jewelry smiles .
http://134.100.15.200/flickr8k/Images/3079787482_0757e9d167.jpg,A young boy is holding a book .
http://134.100.15.200/flickr8k/Images/3079787482_0757e9d167.jpg,Two men and a woman smile at the camera .
http://134.100.15.200/flickr8k/Images/3079787482_0757e9d167.jpg,a young man wearing dark sunglasses smiling
http://134.100.15.200/flickr8k/Images/3080056515_3013830309.jpg,"A man , woman and one girl face the camera , while one girl faces away ."
http://134.100.15.200/flickr8k/Images/3080056515_3013830309.jpg,A little girl is sliding down a tunnel smiling .
http://134.100.15.200/flickr8k/Images/308487515_7852928f90.jpg,A large white bird flying over water .
http://134.100.15.200/flickr8k/Images/308487515_7852928f90.jpg,A bird with its wings spread
http://134.100.15.200/flickr8k/Images/3085226474_62aba51179.jpg,Two woman in colorful costumes look at a little girl wearing a brown vest .
http://134.100.15.200/flickr8k/Images/3085226474_62aba51179.jpg,A young girl in a white dress watches bubbles while a woman and girl toddler observe .
http://134.100.15.200/flickr8k/Images/3085667767_66041b202e.jpg,Man falling off a blue surfboard in the ocean .
http://134.100.15.200/flickr8k/Images/3085667767_66041b202e.jpg,A surfer is riding a wave .
http://134.100.15.200/flickr8k/Images/3085667767_66041b202e.jpg,A surfer in all black is riding a wave .
http://134.100.15.200/flickr8k/Images/3085667767_66041b202e.jpg,A surfer rides a wave in a clear blue ocean .
http://134.100.15.200/flickr8k/Images/3085667865_fa001816be.jpg,A man is sky surfing on the water .
http://134.100.15.200/flickr8k/Images/3085667865_fa001816be.jpg,A surfer is jumping a wave .
http://134.100.15.200/flickr8k/Images/3085667865_fa001816be.jpg,A surfer is flipping up in the air on a surfboard .
http://134.100.15.200/flickr8k/Images/3085667865_fa001816be.jpg,A surfer in water and foam .
http://134.100.15.200/flickr8k/Images/3095225232_2e6e6dc92e.jpg,"A smiling boy in an orange shirt with a safari hat sits at the playground , while a boy in a blue shirt looks on ."
http://134.100.15.200/flickr8k/Images/3095225232_2e6e6dc92e.jpg,Kids are waiting at the bottom of a staircase attached to a brick building .
http://134.100.15.200/flickr8k/Images/309687244_4bdf3b591f.jpg,"A young man climbs a mountain , another follows below ."
http://134.100.15.200/flickr8k/Images/309687244_4bdf3b591f.jpg,A rock climber climbs in between two very large rocks .
http://134.100.15.200/flickr8k/Images/309687244_4bdf3b591f.jpg,A man scales a rock climbing wall .
http://134.100.15.200/flickr8k/Images/309687244_4bdf3b591f.jpg,A man in a white print shirt and a woman in a black dress dancing .
http://134.100.15.200/flickr8k/Images/309687244_4bdf3b591f.jpg,person rock climbing
http://134.100.15.200/flickr8k/Images/3099923914_fd450f6d51.jpg,The girls were in the crowd .
http://134.100.15.200/flickr8k/Images/3099923914_fd450f6d51.jpg,A group of people are sitting on the porch of a brick building .
http://134.100.15.200/flickr8k/Images/3099923914_fd450f6d51.jpg,A crowd of people stands attentively in a plaza with buildings in the background .
http://134.100.15.200/flickr8k/Images/3099923914_fd450f6d51.jpg,A man at a rodeo is thrown off a horse .
http://134.100.15.200/flickr8k/Images/3100251515_c68027cc22.jpg,A group of people walking a city street in warm weather .
http://134.100.15.200/flickr8k/Images/3100251515_c68027cc22.jpg,Two people run down the beach and one of them is pointing .
http://134.100.15.200/flickr8k/Images/3100251515_c68027cc22.jpg,A crowd of people stands attentively in a plaza with buildings in the background .
http://134.100.15.200/flickr8k/Images/3106026005_473a7b1c8c.jpg,A man wearing a dark blue hat sits on the ground and leans against a building .
http://134.100.15.200/flickr8k/Images/3106026005_473a7b1c8c.jpg,"A woman crosses the street near a man , who is on his cellphone ."
http://134.100.15.200/flickr8k/Images/3106026005_473a7b1c8c.jpg,"A man in a blue t-shirt holds a camera ,"
http://134.100.15.200/flickr8k/Images/3107513635_fe8a21f148.jpg,A group of people walking a city street in warm weather .
http://134.100.15.200/flickr8k/Images/3107513635_fe8a21f148.jpg,A group of students in uniform stand in front of the gate .
http://134.100.15.200/flickr8k/Images/3107513635_fe8a21f148.jpg,"Three men are staring at the big , green hills in the distance ."
http://134.100.15.200/flickr8k/Images/3107513635_fe8a21f148.jpg,"A woman in a red coat is smiling , while people in the background are walking around in winter clothing ."
http://134.100.15.200/flickr8k/Images/3107513635_fe8a21f148.jpg,A group of men are playing rugby .
http://134.100.15.200/flickr8k/Images/3107513635_fe8a21f148.jpg,A man is standing on his hands on a sidewalk while others watch .
http://134.100.15.200/flickr8k/Images/3108197858_441ff38565.jpg,A group of students in uniform stand in front of the gate .
http://134.100.15.200/flickr8k/Images/3108197858_441ff38565.jpg,A group of people with their backs to the camera and a little girl facing a lady .
http://134.100.15.200/flickr8k/Images/3108197858_441ff38565.jpg,"A man is standing up , reading a newspaper , and smoking a cigar ."
http://134.100.15.200/flickr8k/Images/3108197858_441ff38565.jpg,a group of people sitting outside in the dirt on the ground .
http://134.100.15.200/flickr8k/Images/3108197858_441ff38565.jpg,A woman posing with a statue alongside a group of boys
http://134.100.15.200/flickr8k/Images/3108197858_441ff38565.jpg,The people are in older looking attire .
http://134.100.15.200/flickr8k/Images/3108732084_565b423162.jpg,Snowboarders sitting in the snow while skiers take the hill .
http://134.100.15.200/flickr8k/Images/3108732084_565b423162.jpg,Three dogs in the snow .
http://134.100.15.200/flickr8k/Images/3108732084_565b423162.jpg,A dog runs through the deep snow .
http://134.100.15.200/flickr8k/Images/3108732084_565b423162.jpg,A person riding a snowboard jumps high over the snowy hill .
http://134.100.15.200/flickr8k/Images/3108732084_565b423162.jpg,A dog in the snow carrying a tree limb in its mouth .
http://134.100.15.200/flickr8k/Images/3108732084_565b423162.jpg,One mountaineer is kneeling on the ground next to another mountaineer who is standing .
http://134.100.15.200/flickr8k/Images/3109704348_c6416244ce.jpg,Two girls in soccer strips are playing on a sports field .
http://134.100.15.200/flickr8k/Images/3109704348_c6416244ce.jpg,Men playing soccer in a field
http://134.100.15.200/flickr8k/Images/3109704348_c6416244ce.jpg,A soccer player jumping in air during a game .
http://134.100.15.200/flickr8k/Images/3110649716_c17e14670e.jpg,A group of people walking a city street in warm weather .
http://134.100.15.200/flickr8k/Images/3110649716_c17e14670e.jpg,Three young adults look towards the camera in a school setting .
http://134.100.15.200/flickr8k/Images/3110649716_c17e14670e.jpg,"Two men are talking on the street ; one is pointing at a sign that says "" Jesus or Hell "" beneath a red box , and the other is standing there listening ."
http://134.100.15.200/flickr8k/Images/3110649716_c17e14670e.jpg,A crowd of people stands attentively in a plaza with buildings in the background .
http://134.100.15.200/flickr8k/Images/3110649716_c17e14670e.jpg,The young adults take a group shot of themselves .
http://134.100.15.200/flickr8k/Images/3110649716_c17e14670e.jpg,A line of people staring at the vehicles on the dirt track
http://134.100.15.200/flickr8k/Images/3110649716_c17e14670e.jpg,Two people stop on an empty city street .
http://134.100.15.200/flickr8k/Images/311146855_0b65fdb169.jpg,Two woman in colorful costumes look at a little girl wearing a brown vest .
http://134.100.15.200/flickr8k/Images/311146855_0b65fdb169.jpg,Two women bend over to touch a small kangaroo .
http://134.100.15.200/flickr8k/Images/311146855_0b65fdb169.jpg,A man in a green and silver Mardi Gras costume in a parade .
http://134.100.15.200/flickr8k/Images/3113322995_13781860f2.jpg,The kid is on a float in the snow .
http://134.100.15.200/flickr8k/Images/3113322995_13781860f2.jpg,Three dogs in the snow .
http://134.100.15.200/flickr8k/Images/3113322995_13781860f2.jpg,three black dogs and a white dog are standing in the snow .
http://134.100.15.200/flickr8k/Images/3114944484_28b5bb9842.jpg,An old man with white hair in a red hat
http://134.100.15.200/flickr8k/Images/3114944484_28b5bb9842.jpg,A group of five adults stand posing in front of buildings .
http://134.100.15.200/flickr8k/Images/3114944484_28b5bb9842.jpg,Two people sit on a large rock near a city street .
http://134.100.15.200/flickr8k/Images/3115174046_9e96b9ce47.jpg,Man reading a newspaper at an outdoors restaurant .
http://134.100.15.200/flickr8k/Images/3115174046_9e96b9ce47.jpg,a skateboarder jumps a staircase .
http://134.100.15.200/flickr8k/Images/3115174046_9e96b9ce47.jpg,A man sits on the stairs next to his bike .
http://134.100.15.200/flickr8k/Images/3116769029_f5a76f04ba.jpg,"An adult with two kids , one child making a face and the other kissing the adult 's cheek ."
http://134.100.15.200/flickr8k/Images/3116769029_f5a76f04ba.jpg,An older man in a weathered fedora smiles slightly for the camera .
http://134.100.15.200/flickr8k/Images/3116769029_f5a76f04ba.jpg,A child is smiling while being on a swing .
http://134.100.15.200/flickr8k/Images/3116769029_f5a76f04ba.jpg,"A smiling boy in an orange shirt with a safari hat sits at the playground , while a boy in a blue shirt looks on ."
http://134.100.15.200/flickr8k/Images/3116769029_f5a76f04ba.jpg,"A boy smiling , leaning over a wagon filled with two large pumpkins ."
http://134.100.15.200/flickr8k/Images/3116769029_f5a76f04ba.jpg,"Two girls , one wearing glasses , dressed in cold weather clothing smile for the camera ."
http://134.100.15.200/flickr8k/Images/3119076670_64b5340530.jpg,a snowboarder
http://134.100.15.200/flickr8k/Images/3119076670_64b5340530.jpg,Snowboarder in the air performing a stunt .
http://134.100.15.200/flickr8k/Images/3119076670_64b5340530.jpg,A woman sings into a microphone while playing guitar .
http://134.100.15.200/flickr8k/Images/3119875880_22f9129a1c.jpg,A rock climber climbs in between two very large rocks .
http://134.100.15.200/flickr8k/Images/3119875880_22f9129a1c.jpg,A boy has a large snake wrapped around him .
http://134.100.15.200/flickr8k/Images/3119875880_22f9129a1c.jpg,A man watches two small boys playing in a naturally formed rock .
http://134.100.15.200/flickr8k/Images/3119875880_22f9129a1c.jpg,Two people sit on a large rock near a city street .
http://134.100.15.200/flickr8k/Images/3121521593_18f0ec14f7.jpg,Two men in black bulletproof vests watch something taking place to the right of the picture .
http://134.100.15.200/flickr8k/Images/3121521593_18f0ec14f7.jpg,a group of people looking into their cameras
http://134.100.15.200/flickr8k/Images/3121521593_18f0ec14f7.jpg,An older couple posing in front of a fountain for a picture
http://134.100.15.200/flickr8k/Images/3123351642_3794f2f601.jpg,"A solitary climber on snowy , high mountains ."
http://134.100.15.200/flickr8k/Images/3123351642_3794f2f601.jpg,A skier about to go down the mountain .
http://134.100.15.200/flickr8k/Images/3123351642_3794f2f601.jpg,A hiker is pointing towards the mountains .
http://134.100.15.200/flickr8k/Images/3123463486_f5b36a3624.jpg,A black dog bites a white dog while standing on the sand .
http://134.100.15.200/flickr8k/Images/3123463486_f5b36a3624.jpg,Two white dogs running
http://134.100.15.200/flickr8k/Images/3123463486_f5b36a3624.jpg,"Two dogs , one brown and white and one black and white , run on a field ."
http://134.100.15.200/flickr8k/Images/3123463486_f5b36a3624.jpg,"A white dog runs along a path , trailing a leash ."
http://134.100.15.200/flickr8k/Images/3123463486_f5b36a3624.jpg,"Two dogs , identical white with brown spots wrestle on jet black sand ."
http://134.100.15.200/flickr8k/Images/3123463486_f5b36a3624.jpg,Black and white dog on wet sand .
http://134.100.15.200/flickr8k/Images/3123463486_f5b36a3624.jpg,An airborne dog on a leash with a woman .
http://134.100.15.200/flickr8k/Images/3125309108_1011486589.jpg,A man looking at produce .
http://134.100.15.200/flickr8k/Images/3125309108_1011486589.jpg,A man wearing glasses and his black and white dog wearing a black collar are playing with a tennis ball .
http://134.100.15.200/flickr8k/Images/3125309108_1011486589.jpg,Three basketball players leap to grab a ball .
http://134.100.15.200/flickr8k/Images/3125309108_1011486589.jpg,A group of men are playing rugby .
http://134.100.15.200/flickr8k/Images/3128164023_ebe8da4c32.jpg,A wrinkled dog wading in shallow water .
http://134.100.15.200/flickr8k/Images/3128164023_ebe8da4c32.jpg,A large white bird flying over water .
http://134.100.15.200/flickr8k/Images/3135504530_0f4130d8f8.jpg,A young boy holds onto a blue handle on a pier .
http://134.100.15.200/flickr8k/Images/3135504530_0f4130d8f8.jpg,A woman in a red shirt holding a cellphone .
http://134.100.15.200/flickr8k/Images/3135504530_0f4130d8f8.jpg,Two girls with dark hair and white shirts .
http://134.100.15.200/flickr8k/Images/3135504530_0f4130d8f8.jpg,A smiling woman embracing a young girl in a jacket with an apple print .
http://134.100.15.200/flickr8k/Images/3138399980_d6ab8b2272.jpg,Man fly fishing in a small river with steam in the background .
http://134.100.15.200/flickr8k/Images/3138399980_d6ab8b2272.jpg,A man on top of a high mountain
http://134.100.15.200/flickr8k/Images/3138399980_d6ab8b2272.jpg,"A man in an orange jersey with the letter "" 12 "" on it plays football ."
http://134.100.15.200/flickr8k/Images/3139160252_75109e9e05.jpg,A man carries a child while he walks with a woman .
http://134.100.15.200/flickr8k/Images/3139160252_75109e9e05.jpg,A woman posing with a statue alongside a group of boys
http://134.100.15.200/flickr8k/Images/3139876823_859c7d7c23.jpg,A dog stands at the top of a mountain and looks on .
http://134.100.15.200/flickr8k/Images/3139876823_859c7d7c23.jpg,a surfer is riding his board over a wave .
http://134.100.15.200/flickr8k/Images/3139876823_859c7d7c23.jpg,A child sleds over a mound of snow as others watch him .
http://134.100.15.200/flickr8k/Images/3139876823_859c7d7c23.jpg,People are watching a snowboarder perform a trick in the air .
http://134.100.15.200/flickr8k/Images/3139876823_859c7d7c23.jpg,A person is hiking to the top of a hill .
http://134.100.15.200/flickr8k/Images/3139876823_859c7d7c23.jpg,A man standing on a rock in a river with a spash next to him .
http://134.100.15.200/flickr8k/Images/3141293960_74459f0a24.jpg,A snowboarder in green grinds along the edge of a rail at night .
http://134.100.15.200/flickr8k/Images/3143155555_32b6d24f34.jpg,"A baby with a pink outfit on has a pacifier , and she is on a chair with another woman ."
http://134.100.15.200/flickr8k/Images/3143155555_32b6d24f34.jpg,Two babies in sweaters playing with a toy .
http://134.100.15.200/flickr8k/Images/3143155555_32b6d24f34.jpg,Two children look up .
http://134.100.15.200/flickr8k/Images/3143982558_9e2d44c155.jpg,Two toddlers posing for the camera .
http://134.100.15.200/flickr8k/Images/3143982558_9e2d44c155.jpg,a smiling toddler in a pink swimsuit is laying in the water .
http://134.100.15.200/flickr8k/Images/3143982558_9e2d44c155.jpg,Two babies in sweaters playing with a toy .
http://134.100.15.200/flickr8k/Images/3143982558_9e2d44c155.jpg,Two children look up .
http://134.100.15.200/flickr8k/Images/3145967309_b33abe4d84.jpg,Four woman wearing formal gowns pose together and smile .
http://134.100.15.200/flickr8k/Images/3145967309_b33abe4d84.jpg,Two men and a woman smile at the camera .
http://134.100.15.200/flickr8k/Images/3149919755_f9272b10b3.jpg,A person on the beach beside the ocean at sunset .
http://134.100.15.200/flickr8k/Images/3149919755_f9272b10b3.jpg,A sunset sky over rippling water .
http://134.100.15.200/flickr8k/Images/3149919755_f9272b10b3.jpg,a black dog is approaching a golden dog on pebbly beach .
http://134.100.15.200/flickr8k/Images/3150742439_b8a352e1e0.jpg,A man steps off of a boulder .
http://134.100.15.200/flickr8k/Images/3150742439_b8a352e1e0.jpg,A group of five adults stand posing in front of buildings .
http://134.100.15.200/flickr8k/Images/3150742439_b8a352e1e0.jpg,Two men walk through a city with words on the street .
http://134.100.15.200/flickr8k/Images/3154641421_d1b9b8c24c.jpg,Three basketball players leap to grab a ball .
http://134.100.15.200/flickr8k/Images/3154641421_d1b9b8c24c.jpg,A Miami basketball player dribbles by an Arizona State player .
http://134.100.15.200/flickr8k/Images/3154641421_d1b9b8c24c.jpg,Basketball players in action .
http://134.100.15.200/flickr8k/Images/3155390408_8e1a81efb2.jpg,A smaller dog sniffs a larger dog in the hills .
http://134.100.15.200/flickr8k/Images/3155390408_8e1a81efb2.jpg,Dog sniffing another dog lying under furniture .
http://134.100.15.200/flickr8k/Images/3155451946_c0862c70cb.jpg,Two men in black bulletproof vests watch something taking place to the right of the picture .
http://134.100.15.200/flickr8k/Images/3155451946_c0862c70cb.jpg,A Miami basketball player looks off in the distance .
http://134.100.15.200/flickr8k/Images/3155451946_c0862c70cb.jpg,Basketball players in action .
http://134.100.15.200/flickr8k/Images/3155987659_b9ea318dd3.jpg,A dog rolling in the grass .
http://134.100.15.200/flickr8k/Images/3155987659_b9ea318dd3.jpg,A tan dog runs down a wooden staircase to the green grass .
http://134.100.15.200/flickr8k/Images/3155987659_b9ea318dd3.jpg,A dog jumps to catch a red Frisbee in the yard .
http://134.100.15.200/flickr8k/Images/3155987659_b9ea318dd3.jpg,A woman dressed in green is playing with her tan dog .
http://134.100.15.200/flickr8k/Images/3157847991_463e006a28.jpg,A man riding a blue motorcycle jumps over a ramp .
http://134.100.15.200/flickr8k/Images/3157847991_463e006a28.jpg,A man with dreadlocks and a backpack walks down the sidewalk with colorful buildings in the background .
http://134.100.15.200/flickr8k/Images/3157847991_463e006a28.jpg,A young boy wearing a light blue jacket walks across the brick patio .
http://134.100.15.200/flickr8k/Images/315880837_90db309bab.jpg,The kid is on a float in the snow .
http://134.100.15.200/flickr8k/Images/315880837_90db309bab.jpg,A sled and dogs mushing
http://134.100.15.200/flickr8k/Images/315880837_90db309bab.jpg,a young person playing in the snow with two black dogs .
http://134.100.15.200/flickr8k/Images/315880837_90db309bab.jpg,A child sleds over a mound of snow as others watch him .
http://134.100.15.200/flickr8k/Images/3159995270_17334ccb5b.jpg,A person is in the air while riding his bicycle on top of the train on a clear blue sky day .
http://134.100.15.200/flickr8k/Images/3159995270_17334ccb5b.jpg,a red and white race car racing on a dirt racetrack .
http://134.100.15.200/flickr8k/Images/3162045919_c2decbb69b.jpg,A surfer is jumping a wave .
http://134.100.15.200/flickr8k/Images/3162045919_c2decbb69b.jpg,A surfer is riding a wave .
http://134.100.15.200/flickr8k/Images/3162045919_c2decbb69b.jpg,A man in a wetsuit surfs .
http://134.100.15.200/flickr8k/Images/3167365436_c379bda282.jpg,A man wearing all black and a black hat is smiling .
http://134.100.15.200/flickr8k/Images/3167365436_c379bda282.jpg,A man wearing sunglasses and a red cap putting a chip in his mouth .
http://134.100.15.200/flickr8k/Images/3167365436_c379bda282.jpg,A woman in a red shirt with her arm raised .
http://134.100.15.200/flickr8k/Images/3167365436_c379bda282.jpg,Four woman wearing formal gowns pose together and smile .
http://134.100.15.200/flickr8k/Images/3167365436_c379bda282.jpg,Two men and a woman smile at the camera .
http://134.100.15.200/flickr8k/Images/3167365436_c379bda282.jpg,A woman holds a fat baby with sunglasses and a denim hat .
http://134.100.15.200/flickr8k/Images/3168123064_d1983b8f92.jpg,Four people climbing a hill in the snow .
http://134.100.15.200/flickr8k/Images/3168123064_d1983b8f92.jpg,A person skis downhill .
http://134.100.15.200/flickr8k/Images/317109978_cb557802e1.jpg,A grey dog walks on top of a fallen tree in the woods .
http://134.100.15.200/flickr8k/Images/317109978_cb557802e1.jpg,A brown dog hops over a fallen tree branch .
http://134.100.15.200/flickr8k/Images/317109978_cb557802e1.jpg,"Four people holding each others shoulders with a brown dog in front of them , standing on snow ."
http://134.100.15.200/flickr8k/Images/317109978_cb557802e1.jpg,Two dogs run down a dirt path in the forest .
http://134.100.15.200/flickr8k/Images/317109978_cb557802e1.jpg,A puppy is playing with a tennis ball on a well-kept path lined with groomed bushes .
http://134.100.15.200/flickr8k/Images/317383917_d8bfa350b6.jpg,Three dogs in the snow .
http://134.100.15.200/flickr8k/Images/317383917_d8bfa350b6.jpg,Two long-haired puppy dogs have a romp in the snow .
http://134.100.15.200/flickr8k/Images/317383917_d8bfa350b6.jpg,"Two dogs , one brown and white and one black and white , run on a field ."
http://134.100.15.200/flickr8k/Images/317383917_d8bfa350b6.jpg,three black dogs and a white dog are standing in the snow .
http://134.100.15.200/flickr8k/Images/317488612_70ac35493b.jpg,a black and white dog walking through the grass with a long stick in his mouth .
http://134.100.15.200/flickr8k/Images/317488612_70ac35493b.jpg,A muzzled animal jumps over a metal bar and splashes through the mud .
http://134.100.15.200/flickr8k/Images/317488612_70ac35493b.jpg,A large brown dog with a stick in his mouth coming out of water .
http://134.100.15.200/flickr8k/Images/3179336562_c3d0c0a3bd.jpg,A motorcyclist races around a track .
http://134.100.15.200/flickr8k/Images/3179336562_c3d0c0a3bd.jpg,Men burn an Israeli flag .
http://134.100.15.200/flickr8k/Images/3179336562_c3d0c0a3bd.jpg,A snowboarder in green grinds along the edge of a rail at night .
http://134.100.15.200/flickr8k/Images/3181701312_70a379ab6e.jpg,"An asian man in a suit on the subway , asleep ."
http://134.100.15.200/flickr8k/Images/3181701312_70a379ab6e.jpg,A man sitting on a subway .
http://134.100.15.200/flickr8k/Images/3181701312_70a379ab6e.jpg,A man with black-rimmed glasses and a mustache is talking .
http://134.100.15.200/flickr8k/Images/3181701312_70a379ab6e.jpg,A man with a red collar and gray beard looks at the camera .
http://134.100.15.200/flickr8k/Images/3182121297_38c99b2769.jpg,Several dogs carry a man with a helmet through snow .
http://134.100.15.200/flickr8k/Images/3182121297_38c99b2769.jpg,A dog runs through the deep snow .
http://134.100.15.200/flickr8k/Images/3185371756_ff4e9fa8a6.jpg,Three girls in colorful outfits are dancing under a stage light .
http://134.100.15.200/flickr8k/Images/3185371756_ff4e9fa8a6.jpg,A man with a tan hat and jacket is fishing in green waters .
http://134.100.15.200/flickr8k/Images/3185409663_95f6b958d8.jpg,A child doing a handstand on the beach .
http://134.100.15.200/flickr8k/Images/3185409663_95f6b958d8.jpg,A boy is on the beach with a paddle in his hand as he walks through the ocean water .
http://134.100.15.200/flickr8k/Images/3186073578_6e115f45f5.jpg,A homeless man stands with a sign next to orange construction cones .
http://134.100.15.200/flickr8k/Images/3186073578_6e115f45f5.jpg,A man and a woman wearing decorative costumes and dancing in a crowd of onlookers .
http://134.100.15.200/flickr8k/Images/3186073578_6e115f45f5.jpg,A man in a white uniform jumps while holding a basketball as another in blue blocks him .
http://134.100.15.200/flickr8k/Images/3186412658_2ab2ebd397.jpg,A man watches two small boys playing in a naturally formed rock .
http://134.100.15.200/flickr8k/Images/3186412658_2ab2ebd397.jpg,A person stands at the top of a mountain and raises his arms .
http://134.100.15.200/flickr8k/Images/3187395715_f2940c2b72.jpg,Three boys play around a fountain in an office building courtyard .
http://134.100.15.200/flickr8k/Images/3187395715_f2940c2b72.jpg,Naked people riding bikes .
http://134.100.15.200/flickr8k/Images/3187395715_f2940c2b72.jpg,Two girls pass two boys by a tree in a neon lit street .
http://134.100.15.200/flickr8k/Images/3187395715_f2940c2b72.jpg,A man wearing an orange cap sits on a white bench beside a blue trashcan .
http://134.100.15.200/flickr8k/Images/3187395715_f2940c2b72.jpg,A man sleeps under a blanket on a city street .
http://134.100.15.200/flickr8k/Images/3187395715_f2940c2b72.jpg,A small boy is building with some wooden blocks .
http://134.100.15.200/flickr8k/Images/3187395715_f2940c2b72.jpg,A man rides a bike through a course .
http://134.100.15.200/flickr8k/Images/3187492926_8aa85f80c6.jpg,Two black dogs are dog paddling in a sparkling blue pool .
http://134.100.15.200/flickr8k/Images/3187492926_8aa85f80c6.jpg,A swimmer is doing the backstroke in the swimming pool .
http://134.100.15.200/flickr8k/Images/3191135894_2b4bdabb6d.jpg,A woman in a field enjoys her clothing being blown by the wind .
http://134.100.15.200/flickr8k/Images/3191135894_2b4bdabb6d.jpg,Men burn an Israeli flag .
